	gene_id	gene_name	open_S0	open_S1	open_S2
2055	ENSMUSG00000059436	Max	0.2	0.45	0.5625
2056	ENSMUSG00000006360	Crip1	0.2575	0.3225	0.5725
2057	ENSMUSG00000019969	Psen1	0.2075	0.295	0.41
2058	ENSMUSG00000005078	Jkamp	0.6725	0.7715	0.979
2059	ENSMUSG00000056770	Setd3	0.195	0.4525	0.69
2060	ENSMUSG00000006356	Crip2	0.2245	0.6075	0.6795
2061	ENSMUSG00000062929	Cfl2	0.13	0.315	0.4125
2062	ENSMUSG00000021264	Yy1	0.0	0.0	0.098
2063	ENSMUSG00000021252	Erg28	0.2125	0.448	0.55
2064	ENSMUSG00000021143	Pacs2	0.2375	0.435	0.4675
2065	ENSMUSG00000079036	Alkbh1	0.2795	0.352	0.442
2066	ENSMUSG00000021038	Vipas39	0.515	0.4775	0.6325
2067	ENSMUSG00000040856	Dlk1	0.0	0.09	0.243
2068	ENSMUSG00000020986	Sec23a	0.1475	0.3175	0.335
2069	ENSMUSG00000035247	Hectd1	0.275	0.385	0.51
2070	ENSMUSG00000021258	Ccnk	0.1065	0.334	0.5715
2071	ENSMUSG00000020572	Nampt	0.0475	0.0575	0.16
2072	ENSMUSG00000037787	Apopt1	0.1525	0.2275	0.27
2073	ENSMUSG00000090258	Churc1	0.2025	0.2705	0.458
2074	ENSMUSG00000011158	Brf1	0.5325	0.565	0.615
2075	ENSMUSG00000084883	Ccdc85c	0.0625	0.2255	0.2675
2076	ENSMUSG00000072825	Cep170b	0.269	0.4265	0.264
2077	ENSMUSG00000021072	Tmx1	0.0625	0.1775	0.24
2078	ENSMUSG00000044408	Sptssa	0.1275	0.36	0.3675
2079	ENSMUSG00000021177	Tdp1	0.19	0.4075	0.5075
2080	ENSMUSG00000071379	Hpcal1	0.17	0.29	0.46
2081	ENSMUSG00000034290	Nek9	0.0	0.1025	0.135
2082	ENSMUSG00000034168	Irf2bpl	0.269	0.2415	0.3465
2083	ENSMUSG00000062054	Iah1	0.1425	0.2975	0.2625
2084	ENSMUSG00000079108	Srp54c	0.0	0.0	0.0
2085	ENSMUSG00000021241	Isca2	0.3	0.628	0.6575
2086	ENSMUSG00000041846	Ppp4r3a	0.222	0.4775	0.5895
2087	ENSMUSG00000041415	Dicer1	0.1975	0.2075	0.3875
2088	ENSMUSG00000007867	Ift43	0.05	0.19	0.24
2089	ENSMUSG00000061458	Nol10	0.3275	0.2525	0.325
2090	ENSMUSG00000020952	Scfd1	0.075	0.225	0.2275
2091	ENSMUSG00000001627	Ifrd1	0.071	0.0675	0.055
2092	ENSMUSG00000002679	Med6	0.0	0.335	0.24
2093	ENSMUSG00000041781	Cpsf2	0.17	0.635	0.715
2094	ENSMUSG00000044147	Arf6	0.3375	0.485	0.519
2095	ENSMUSG00000021222	Dcaf4	0.25	0.305	0.24
2096	ENSMUSG00000020964	Sel1l	0.2125	0.3125	0.39
2097	ENSMUSG00000020954	Strn3	0.215	0.3375	0.4425
2098	ENSMUSG00000066629	Rpl36-ps3	0.045	0.0	0.0
2099	ENSMUSG00000079104	Prps1l3	0.13	0.185	0.205
2100	ENSMUSG00000021256	Vash1	0.1325	0.34	0.4115
2101	ENSMUSG00000036613	Eipr1	0.075	0.215	0.2825
2102	ENSMUSG00000021047	Nova1	0.0775	0.269	0.354
2103	ENSMUSG00000021000	Mia2	0.0	0.06	0.0475
2104	ENSMUSG00000020668	Kif3c	0.345	0.4575	0.43
2105	ENSMUSG00000020592	Sdc1	0.293	0.725	0.673
2106	ENSMUSG00000033530	Ttc7b	0.1575	0.3375	0.215
2107	ENSMUSG00000021079	Timm9	0.12	0.445	0.45
2108	ENSMUSG00000021124	Vti1b	0.225	0.4025	0.4025
2109	ENSMUSG00000021115	Vrk1	0.342	0.44	0.45
2110	ENSMUSG00000063450	Syne2	0.0	0.225	0.36
2111	ENSMUSG00000021133	Susd6	0.0	0.205	0.274
2112	ENSMUSG00000021287	Xrcc3	0.045	0.4675	0.705
2113	ENSMUSG00000021040	Slirp	0.31	0.3925	0.4725
2114	ENSMUSG00000071454	Dtnb	0.2175	0.345	0.3775
2115	ENSMUSG00000020982	Nemf	0.0475	0.195	0.17
2116	ENSMUSG00000021067	Sav1	0.0625	0.105	0.26
2117	ENSMUSG00000021182	Ccdc88c	0.155	0.405	0.62
2118	ENSMUSG00000021033	Gstz1	0.465	0.465	0.5775
2119	ENSMUSG00000002804	Nudt14	0.1825	0.2025	0.3075
2120	ENSMUSG00000094910	D430019H16Rik	0.2375	0.38	0.5245
2121	ENSMUSG00000020993	Trappc6b	0.185	0.2975	0.3225
2122	ENSMUSG00000036257	Pnpla8	0.0	0.0	0.0
2123	ENSMUSG00000066643	Wdr35	0.195	0.265	0.455
2124	ENSMUSG00000049792	Bag5	0.1525	0.2275	0.27
2125	ENSMUSG00000042472	Zfp410	0.3	0.5425	0.4825
2126	ENSMUSG00000057469	E2f6	0.185	0.215	0.2425
2127	ENSMUSG00000034574	Daam1	0.2075	0.443	0.5725
2128	ENSMUSG00000042628	Zfyve1	0.255	0.25	0.26
2129	ENSMUSG00000021286	Zfyve21	0.045	0.4635	0.6785
2130	ENSMUSG00000037486	Asxl2	0.255	0.5125	0.6375
2131	ENSMUSG00000021192	Golga5	0.135	0.2225	0.305
2132	ENSMUSG00000021076	Actr10	0.1275	0.2275	0.2975
2133	ENSMUSG00000041702	Btbd7	0.045	0.2375	0.1625
2134	ENSMUSG00000021235	Coq6	0.305	0.42	0.405
2135	ENSMUSG00000021175	Cdca7l	0.0	0.0	0.0
2136	ENSMUSG00000037896	Rcor1	0.25	0.4225	0.543
2137	ENSMUSG00000037957	Wdr20	0.309	0.514	0.609
2138	ENSMUSG00000035133	Arhgap5	0.235	0.3325	0.475
2139	ENSMUSG00000034157	Cipc	0.3025	0.545	0.59
2140	ENSMUSG00000020601	Trib2	0.16	0.355	0.43
2141	ENSMUSG00000042700	Sipa1l1	0.1125	0.135	0.2815
2142	ENSMUSG00000058070	Eml1	0.2575	0.2	0.2
2143	ENSMUSG00000021051	Ppp2r5e	0.265	0.4655	0.5305
2144	ENSMUSG00000055917	Zfp277	0.6005	0.5605	0.8155
2145	ENSMUSG00000098134	Rnf113a2	0.1175	0.2225	0.2725
2146	ENSMUSG00000021027	Ralgapa1	0.1675	0.2425	0.2425
2147	ENSMUSG00000020598	Nrcam	0.2475	0.3335	0.425
2148	ENSMUSG00000033373	Fntb	0.2025	0.296	0.4835
2149	ENSMUSG00000052593	Adam17	0.2325	0.3475	0.435
2150	ENSMUSG00000035597	Prpf39	0.0675	0.14	0.1875
2151	ENSMUSG00000033713	Foxn3	0.157	0.2645	0.307
2152	ENSMUSG00000043998	Mgat2	0.175	0.3625	0.4925
2153	ENSMUSG00000020608	Smc6	0.155	0.36	0.5405
2154	ENSMUSG00000035293	G2e3	0.1675	0.4075	0.3275
2155	ENSMUSG00000042350	Arel1	0.25	0.375	0.415
2156	ENSMUSG00000020629	Adi1	0.1575	0.325	0.3225
2157	ENSMUSG00000073079	Srp54a	0.1525	0.195	0.3325
2158	ENSMUSG00000021276	Cinp	0.3025	0.3775	0.5175
2159	ENSMUSG00000020630	Rnaseh1	0.0625	0.2075	0.265
2160	ENSMUSG00000066441	Rdh11	0.1015	0.3215	0.309
2161	ENSMUSG00000012076	Brms1l	0.2775	0.285	0.3575
2162	ENSMUSG00000020605	Hs1bp3	0.1175	0.0975	0.2025
2163	ENSMUSG00000021908	Ncoa4-ps	0.0	0.0	0.0
2164	ENSMUSG00000037466	Tedc1	0.59	0.7795	0.7175
2165	ENSMUSG00000020580	Rock2	0.1025	0.296	0.2585
2166	ENSMUSG00000021036	Sptlc2	0.363	0.448	0.5305
2167	ENSMUSG00000035933	Cog5	0.36	0.4625	0.465
2168	ENSMUSG00000021028	Mbip	0.0	0.0625	0.1775
2169	ENSMUSG00000002997	Prkar2b	0.045	0.22	0.2075
2170	ENSMUSG00000034442	Trmt5	0.3475	0.45	0.5
2171	ENSMUSG00000020628	Trappc12	0.32	0.3275	0.4075
2172	ENSMUSG00000036188	Ankmy2	0.546	0.711	0.7885
2173	ENSMUSG00000060121	Gemin2	0.1725	0.2625	0.22
2174	ENSMUSG00000049106	Dcaf5	0.0925	0.1925	0.18
2175	ENSMUSG00000091803	Cox16	0.0425	0.2025	0.2575
2176	ENSMUSG00000008822	Acyp1	0.321	0.385	0.32
2177	ENSMUSG00000041359	Tcl1	0.4225	0.075	0.0825
2178	ENSMUSG00000034761	Map4k5	0.0975	0.19	0.243
2179	ENSMUSG00000032705	Exd2	0.2325	0.36	0.315
2180	ENSMUSG00000021194	Chga	0.1785	0.384	0.326
2181	ENSMUSG00000021224	Numb	0.201	0.4485	0.5035
2182	ENSMUSG00000021065	Fut8	0.2225	0.2625	0.3375
2183	ENSMUSG00000021025	Nfkbia	0.233	0.3155	0.398
2184	ENSMUSG00000044573	Acp1	0.2525	0.5	0.5875
2185	ENSMUSG00000021103	Mnat1	0.115	0.18	0.1925
2186	ENSMUSG00000021136	Smoc1	0.105	0.248	0.543
2187	ENSMUSG00000047534	Mis18bp1	0.2225	0.3325	0.275
2188	ENSMUSG00000035021	Baz1a	0.045	0.0	0.0
2189	ENSMUSG00000020570	Sypl	0.125	0.22	0.422
2190	ENSMUSG00000042507	Elmsan1	0.3825	0.3575	0.55
2191	ENSMUSG00000066392	Nrxn3	0.0575	0.145	0.1425
2192	ENSMUSG00000052632	Asap2	0.0	0.0	0.0
2193	ENSMUSG00000021240	Abcd4	0.2	0.39	0.2825
2194	ENSMUSG00000034271	Jdp2	0.1075	0.2975	0.46
2195	ENSMUSG00000046791	Riox1	0.1605	0.198	0.2155
2196	ENSMUSG00000062352	Itgb1bp1	0.2925	0.485	0.5825
2197	ENSMUSG00000072949	Acot1	0.1525	0.1825	0.32
2198	ENSMUSG00000020561	Twistnb	0.2425	0.32	0.35
2199	ENSMUSG00000041341	Atg2b	0.1025	0.375	0.4225
